,precision,recall,f1-score,support
Temperature,0.8648648648648649,0.9696969696969697,0.9142857142857143,33.0
Valve,0.9375,0.75,0.8333333333333334,20.0
accuracy,0.8867924528301887,0.8867924528301887,0.8867924528301887,0.8867924528301887
macro avg,0.9011824324324325,0.8598484848484849,0.8738095238095238,53.0
weighted avg,0.8922743498215197,0.8867924528301887,0.8837376460017969,53.0
