,precision,recall,f1-score,support
Operating,0.0,0.0,0.0,10.0
Speed,1.0,0.125,0.2222222222222222,8.0
Temperature,0.72,1.0,0.8372093023255813,36.0
Valve,0.4,0.4444444444444444,0.4210526315789474,9.0
accuracy,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508
macro avg,0.53,0.3923611111111111,0.3701210390316877,63.0
weighted avg,0.5955555555555556,0.6507936507936508,0.5667743864398291,63.0
