,precision,recall,f1-score,support
ODA,0.0,0.0,0.0,1.0
Temperature,0.8333333333333334,0.8620689655172413,0.847457627118644,29.0
Valve,0.8571428571428571,0.5454545454545454,0.6666666666666665,11.0
accuracy,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098
macro avg,0.5634920634920635,0.46917450365726227,0.5047080979284368,41.0
weighted avg,0.8193960511033682,0.7560975609756098,0.7782830370676588,41.0
