,precision,recall,f1-score,support
ODA,0.2727272727272727,0.8571428571428571,0.41379310344827586,7.0
Temperature,0.4,0.38461538461538464,0.39215686274509803,26.0
Valve,0.6666666666666666,0.2,0.30769230769230765,20.0
accuracy,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.37735849056603776
macro avg,0.44646464646464645,0.4805860805860806,0.37121409129522714,53.0
weighted avg,0.48381932532875926,0.37735849056603776,0.36314106244069116,53.0
