time,ADS.fAHUPHTempSupADS,ADS.fAHUPHTempRetADS,ADS.fAHUHRTempOutEstimatedADS,ADS.fAHUCOTempSupPrimADS,ADS.fAHUCOTempRetPrimADS,ADS.fAHUCOTempSupADS,ADS.fAHUCOTempRetADS,ADS.fAHURHTempSupPrimADS,ADS.fAHURHTempRetPrimADS,ADS.fAHURHTempSupADS,ADS.fAHURHTempRetADS
2022-08-03T13:15:00Z,26.67500013113022,49.41875000794729,44.722830851872764,4.6729167103767395,14.622916708389917,11.983333319425583,13.28854168454806,102.25624982515971,76.88437509536743,23.53333330154419,19.15520836909612
2022-08-03T13:30:00Z,26.9118106872078,47.78031494861513,44.689064506470686,4.840157463794618,14.1385826876783,11.877952748396265,12.803936980840728,90.52677178570605,67.26850392499308,23.67795260872428,19.54803185200128
2022-08-03T13:45:00Z,26.725781232118607,45.11406248807907,44.73567587137222,4.898437447845936,14.446874991059303,11.978906244039536,13.11328125745058,84.81968490720733,60.54921880364418,23.379527640154983,19.074218675494194
2022-08-03T14:00:00Z,26.67637805488166,48.05590561994418,44.73105711448849,4.904724338861901,14.324409424789309,11.965354318693867,13.007874015748031,101.39687514305115,77.21259836512287,23.26015631854534,19.30314967388243
2022-08-03T14:15:00Z,26.836718499660492,48.72187519073486,44.702088356018066,4.935937464237213,14.489843800663948,11.885937497019768,13.149218797683716,94.9828125834465,71.40468746423721,23.72812494635582,19.381249979138374
2022-08-03T14:30:00Z,26.762992122980553,46.242519648994985,44.74637916144424,4.782677094767413,14.572440935870794,12.124409472848487,13.27007874165933,84.61889738548459,61.90236234289455,23.075590614258775,18.888188925315077
2022-08-03T14:45:00Z,26.62283511424628,45.681889841875694,44.76755872110682,4.800787415091447,14.567716583492249,11.851968509944404,13.221259800467903,93.24960603488712,68.18661402905082,23.40629942586103,19.64409469994973
2022-08-03T15:00:00Z,26.676562309265137,49.43593743443489,44.73135721683502,4.779687438160181,14.861718706786633,12.146093741059303,13.542187504470348,101.39374989271164,77.25234401226044,23.231249928474426,19.407812796533108
2022-08-03T15:15:00Z,26.954330534446896,47.545669225257214,44.68780295304426,4.939370023922657,14.675590545173705,12.06929135510302,13.360629870196966,89.29448868158295,66.48267715934693,23.580314666267455,19.48031522345355
2022-08-03T15:30:00Z,26.641732358557032,44.8566929674524,44.766776197538604,4.879527508743166,14.788976338904673,11.844881883756383,13.441732308996006,82.94015743225579,58.67244107704463,23.231496044969933,19.08661436846876
2022-08-03T15:45:00Z,26.340624779462814,47.63593751192093,44.83149766921997,4.7976561933755875,14.646093778312206,12.126562498509884,13.339843697845936,100.72031271457672,76.87812495231628,22.927343606948853,19.165625259280205
2022-08-03T16:00:00Z,26.42519656504233,48.86850396103746,44.824599018247106,4.851181071574294,14.77322830740861,11.830708668926569,13.430708674933967,96.00000048059178,72.55984268789216,23.837795107383428,19.633070900684267
2022-08-03T16:15:00Z,26.381889313224733,46.24251976914293,44.85220300869679,4.789763728464682,14.746456731961468,11.96141731081985,13.425984232444463,85.30944836233544,62.20787405779981,23.48818906648891,19.103149661867636
2022-08-03T16:30:00Z,26.110156446695328,44.62812504172325,44.92847442626953,4.7296875193715096,14.717187479138374,12.042968727648258,13.396093763411045,87.29606310025913,63.46614185843881,23.158267719539133,19.692126011285257
2022-08-03T16:45:00Z,25.883464122381735,48.72519665815699,44.962318600632074,4.762204729665921,14.676377972279946,11.7228346246434,13.309448775344007,101.39921867847443,77.06875002384186,23.57421888411045,19.32265619188547
2022-08-03T17:00:00Z,26.022656336426735,47.40546864271164,44.96805191040039,4.625000033527613,14.596874974668026,12.092187486588955,13.207812517881393,90.06562507152557,67.36562520265579,23.253124833106995,19.206250183284283
2022-08-03T17:15:00Z,25.733070884163926,44.627559091162496,45.055072814460814,4.699212629964032,14.485039343045452,11.979527541032926,13.081102423780546,83.61181099959246,60.420472482996665,23.02440928661917,19.65669261752151
2022-08-03T17:30:00Z,25.354687675833702,47.18906247615814,45.146329402923584,4.621875088661909,14.649218767881393,11.973437510430813,13.233593732118607,101.40546876192093,76.52968740463257,23.620312601327896,19.52656238526106
2022-08-03T17:45:00Z,25.299217998981476,48.04921865463257,45.17040967941284,4.551562566310167,14.505468726158142,12.17968750745058,13.114062502980232,95.778125166893,73.2281249165535,22.969531178474426,19.289062522351742
2022-08-03T18:00:00Z,25.147244325772984,45.46929126649391,45.2472229604646,4.706299286189042,14.48976377802571,11.783464566929133,13.066929178913748,85.49133865476593,61.817322978823206,23.615748202706886,19.362204746937188
2022-08-03T18:15:00Z,24.79055096783976,44.355905487781435,45.36551269771546,4.477952784440649,14.68503937007874,12.237007877019447,13.292126002274161,89.60472431333046,65.49685029157503,23.348031396940936,19.543307409511776
2022-08-03T18:30:00Z,24.457031086087227,48.225000113248825,45.421382665634155,4.452343720942736,14.49609375,11.827343747019768,13.077343791723251,101.81171870231628,78.08359408378601,23.31406259536743,19.582031190395355
2022-08-03T18:45:00Z,24.513281300663948,46.737499952316284,45.46176481246948,4.369531210511923,14.752343714237213,11.985937468707561,13.343750022351742,90.70078086853027,67.7749999165535,23.551562562584877,19.22109366208315
2022-08-03T19:00:00Z,23.95396800268264,43.88968255784776,45.641391451396636,4.3393700629707395,14.498425175824503,11.929133835739977,13.101574807655155,80.76031760563926,58.46587284027584,23.070635084121946,19.172222546168737
2022-08-03T19:15:00Z,23.166406378149986,44.80390614271164,45.87924325466156,4.385039344547302,14.608661501426397,11.78897636894166,13.18346455341249,97.7898440361023,72.40000042319298,24.03906263411045,19.64140648394823
2022-08-03T19:30:00Z,22.9370079791452,47.39999984380767,45.921234611451155,4.325196780557707,14.66771653693492,12.207086593147338,13.278740229569083,98.86692954236128,75.8417324156273,23.155905640970065,19.211023818789506
2022-08-03T19:45:00Z,22.883593574166298,45.101562440395355,45.98474359512329,4.6671875193715096,14.500781267881393,11.969531238079071,13.085156291723251,87.26015627384186,64.93046879768372,23.295312330126762,19.544531494379044
2022-08-03T20:00:00Z,22.465354228582907,42.472440824733944,46.13320562407726,4.680315010190949,14.518110162629856,11.844881876247136,13.103149639339897,82.69842511274683,58.55905523825818,23.449606392327254,19.52047257911502
2022-08-03T20:15:00Z,21.892126143447996,45.70393701988881,46.26564380315345,4.7007874241025425,14.425984209916724,12.10393699886292,13.029133879293607,101.7795273788332,77.76929113433117,23.47165354030339,19.19448814241905
2022-08-03T20:30:00Z,21.64881946533684,46.13937005471057,46.349839998981146,4.832031223922968,14.367187425494194,11.849999994039536,12.936718747019768,94.68976400780865,71.67007860799474,23.220472260722964,19.49291338883047
2022-08-03T20:45:00Z,21.21640633046627,43.42109373211861,46.49559283256531,4.862992076423224,14.349606326245887,11.962992097449115,12.94094482181579,83.71171861886978,60.892968624830246,23.403124794363976,19.258593790233135
