time,ADS.fAHUHRBypValveSetADSInternalValuesMirror,ADS.fAHUHRBypValveAct1ADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUTempEHAADSInternalValuesMirror,ADS.fAHUHumEHAADSInternalValuesMirror,ADS.fAHUFlapEHAActADSInternalValuesMirror,ADS.fAHUFlapEHASetADSInternalValuesMirror,ADS.fAHUFlapODAActADSInternalValuesMirror,ADS.fAHUFlapODASetADSInternalValuesMirror,ADS.fAHUTempODAADSInternalValuesMirror,ADS.fAHUHumODAADSInternalValuesMirror
2023-02-18T04:00:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9395347417787,76.19999996451445,13.388139369875885,76.58837074457213,99.61000061035156,100.0,99.52837283112282,100.0,9.441395094228346,95.73720852164335
2023-02-18T04:15:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33095241728283,69.46666681198846,13.40904749007452,76.46190534319196,99.61000061035156,100.0,99.54500071207683,100.0,9.486904666537331,95.53095190865653
2023-02-18T04:30:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,76.30930239655251,66.68372114314589,13.451860427856445,76.13720916038336,99.61000061035156,100.0,99.53744258437045,100.0,9.538837277612021,95.08604590837345
2023-02-18T04:45:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,80.96046465496684,71.06976726443268,13.562558218490246,75.57674372473429,99.61000061035156,100.0,99.57372159736101,100.0,9.463809422084264,94.9674423572629
2023-02-18T05:00:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,87.59047571818034,77.14999952770415,13.619285765148344,75.17857233683269,99.61000061035156,100.0,99.5357150123233,100.0,9.465581139852834,94.82142857142857
2023-02-18T05:15:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,81.24651194727699,71.58139517140943,13.72674416386804,74.4860470793968,99.61000061035156,100.0,99.56465184411337,100.0,9.527209392813749,94.11162833280342
2023-02-18T05:30:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,78.27380970546177,69.03571410406204,13.801428635915121,73.8000005086263,99.61000061035156,100.0,99.55558209086574,100.0,9.57904761178153,93.24523762294224
2023-02-18T05:45:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9651159242142,74.67441860465117,13.728604649388513,73.56744118623955,99.61000061035156,100.0,99.54500071207683,100.0,9.577442036118619,92.54186018123183
2023-02-18T06:00:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16511642101199,63.27209330714026,13.509069775426111,73.93721008300781,99.61000061035156,100.0,99.52837283112282,100.0,9.539069752360499,92.14883618022121
2023-02-18T06:15:00Z,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65.51666668483189,55.64523814973377,13.312142826261974,74.32380876087007,99.61000061035156,100.0,99.55428641183036,100.0,9.394761902945381,92.22857066563198
