time,ADS.fAHUFanSUPSpeedActADSInternalValuesMirror,ADS.fAHUTempEHAADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUTempODAADSInternalValuesMirror,ADS.fAHUTempSUPADSInternalValuesMirror,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHURHValveActADSInternalValuesMirror,ADS.bAHUPHPumpOperatingADSInternalValuesMirror
2022-11-01T00:00:00Z,53.30938664311948,18.415477901956308,22.205652021325154,16.963652420043946,22.11904343314793,0.0,0.0,0.0
2022-11-01T00:15:00Z,53.42675011733483,18.275000506433948,22.225171845534753,16.764655442073426,22.08034475918474,0.0,0.0,0.0
2022-11-01T00:30:00Z,53.38846963027428,18.15715525068086,22.1991386084721,16.629310591467494,22.03396568627193,0.0,0.0,0.0
2022-11-01T00:45:00Z,53.47478116791824,18.03431093281713,22.177500247955322,16.484223776850207,21.984913447807575,0.0,0.0,0.0
2022-11-01T01:00:00Z,53.34225561679938,17.98275827539378,22.164051664286646,16.42232743624983,21.96456815456522,0.0,0.0,0.0
2022-11-01T01:15:00Z,53.415199179398385,17.90736820823268,22.155262896889134,16.327631448444567,21.944736530906276,0.0,0.0,0.0
2022-11-01T01:30:00Z,53.35100764087123,17.82316287766155,22.132906025291508,16.216923037145893,21.89393110356779,0.0,0.0,0.0
2022-11-01T01:45:00Z,53.38569180718784,17.7728700886602,22.09478287074877,16.206174137281334,21.844782688306726,0.0,0.0,0.0
2022-11-01T02:00:00Z,53.42420045260725,17.782261607957924,22.098348169741424,16.216086230070694,21.835739185499108,0.0,0.0,0.0
2022-11-01T02:15:00Z,53.323310917259285,17.764348154482633,22.087565314251442,16.19147828143576,21.84234803241232,0.0,0.0,0.0
2022-11-01T02:30:00Z,53.41726863893688,17.765258969931768,22.073017005262702,16.194914439628864,21.82715503100691,0.0,0.0,0.0
2022-11-01T02:45:00Z,53.49288427418676,17.793391617484716,22.04686974235203,16.265304233716883,21.797651871390965,0.0,0.0,0.0
2022-11-01T03:00:00Z,53.48272907422936,17.909122902050353,22.05280631885194,16.42780705502159,21.831140300683806,0.0,0.0,0.0
2022-11-01T03:15:00Z,53.45912724370542,17.933652098282522,22.059999465942383,16.42295633398968,21.858260909370753,0.0,0.0,0.0
2022-11-01T03:30:00Z,53.49771719965442,17.97226033418075,22.0340006786844,16.4961738254713,21.844348078188688,0.0,0.0,0.0
2022-11-01T03:45:00Z,53.46716436846503,17.950260908707328,22.027826541403066,16.46382593901261,21.837130521691364,0.0,0.0,0.0
2022-11-01T04:00:00Z,53.43863012851813,17.89344828704308,22.041724681854248,16.35474099784062,21.838793228412495,0.0,0.0,0.0
2022-11-01T04:15:00Z,53.62267558885657,17.846782402370287,22.03539163340693,16.29921702509341,21.810347299990447,0.0,0.0,0.0
2022-11-01T04:30:00Z,53.62133805505161,17.745258199757544,22.001206924175396,16.155345028844373,21.771120581133612,0.0,0.0,0.0
2022-11-01T04:45:00Z,53.56103933583135,17.572544064438134,22.026930440936173,15.897105384291264,21.730789033990156,0.0,0.0,0.0
2022-11-01T05:00:00Z,53.4172007462074,17.377093828641453,22.017949128762268,15.648461586389786,21.676837480985203,0.0,0.0,0.0
2022-11-01T05:15:00Z,53.44239823714547,17.200000265370246,21.97304286127505,15.434347899063773,21.5960867508598,0.0,0.0,0.0
2022-11-01T05:30:00Z,53.46995489006368,16.964529510237213,21.953931417220677,15.108205241015833,21.512221882485935,0.0,0.0,0.0
2022-11-01T05:45:00Z,53.53288574876456,16.64521708281144,21.945478920314624,14.670260951829993,21.418086491460386,0.0,0.0,0.0
2022-11-01T06:00:00Z,53.59504998248556,16.304870323512866,21.897130568131157,14.24721740225087,21.29713018666143,0.0,0.0,0.0
2022-11-01T06:15:00Z,53.705577352772586,15.973826466435971,21.829565131145976,13.839130351854408,21.14947788404382,0.0,0.0,0.0
2022-11-01T06:30:00Z,53.640494149306726,15.635652376257855,21.791739505270254,13.387391214785369,21.017825416896653,0.0,0.0,0.0
2022-11-01T06:45:00Z,53.6301082477235,15.21557522664028,21.74610627436005,12.837610641411976,20.86840715661513,0.0,0.0,0.0
2022-11-01T07:00:00Z,53.61514150685277,14.865217540575111,21.663043428503947,12.4470435930335,20.703478307309357,0.0,0.0,0.0
2022-11-01T07:15:00Z,53.45630987416143,14.872782723799995,21.587130521691364,12.639739243880562,20.595565082715904,0.0,0.0,0.0
2022-11-01T07:30:00Z,53.43776623956089,15.51991315924603,21.591130613244097,13.601391435706097,20.744869232177734,0.0,0.0,0.0
2022-11-01T07:45:00Z,53.4683979531993,15.893912763180941,21.591913239852243,14.053826182821522,20.869390952068827,0.0,0.0,0.0
2022-11-01T08:00:00Z,53.39680341637653,16.005478220400605,21.56739093946374,14.17652187347412,20.90347795901091,0.0,0.0,0.0
2022-11-01T08:15:00Z,53.47166206096781,16.242869484942894,21.599913422957712,14.50573911252229,20.96591271110203,0.0,0.0,0.0
2022-11-01T08:30:00Z,53.36597797788423,16.588275909423828,21.667069056938434,14.949223839003464,21.101119863575903,0.0,0.0,0.0
2022-11-01T08:45:00Z,53.420480393526844,16.735000376115764,21.722104842202704,15.101842144079376,21.200525902865227,0.0,0.0,0.0
2022-11-01T09:00:00Z,53.341640804124914,16.840521721217943,21.751217419168224,15.216956511787746,21.245999908447267,0.0,0.0,0.0
2022-11-01T09:15:00Z,53.31446303669204,17.073076378585945,21.82256436144185,15.556495845827282,21.33931598500309,0.0,0.0,0.0
2022-11-01T09:30:00Z,53.35590332694676,17.33573930159859,21.916174001279085,15.837217082148014,21.48173881199049,0.0,0.0,0.0
2022-11-01T09:45:00Z,53.42816855389139,17.475217338230298,21.9958262236222,15.977738770194676,21.58104311072308,0.0,0.0,0.0
2022-11-01T10:00:00Z,53.47957206594533,17.59321798241657,22.055565444282863,16.076173981376318,21.650956510460894,0.0,0.0,0.0
2022-11-01T10:15:00Z,53.29102335220728,17.68637933402226,22.128620805411504,16.200000762939453,21.743792961383686,0.0,0.0,0.0
2022-11-01T10:30:00Z,53.35846648257003,17.785603276614484,22.20758584450031,16.271034536690546,21.832413837827485,0.0,0.0,0.0
2022-11-01T10:45:00Z,53.503275084913824,17.927217267907185,22.259565253879714,16.482261010874872,21.913565328846808,0.0,0.0,0.0
2022-11-01T11:00:00Z,53.406846618652345,17.818261436794113,22.27252193948497,16.205913095888885,21.916608180170474,0.0,0.0,0.0
2022-11-01T11:15:00Z,53.50872716489045,17.90199961454972,22.31060863992442,16.42313049979832,21.93808648482613,0.0,0.0,0.0
2022-11-01T11:30:00Z,53.48448808089547,17.938869078262993,22.353565365335214,16.398608696979025,21.99773876356042,0.0,0.0,0.0
2022-11-01T11:45:00Z,53.510611857538635,17.789217194266943,22.44852129065472,16.127825828220534,22.03573853865914,0.0,0.0,0.0
2022-11-01T12:00:00Z,53.51819935674253,17.761130407582158,22.466260097337805,16.08973904485288,22.052434125153916,0.0,0.43478260869565216,0.0
2022-11-01T12:15:00Z,53.49191502628163,17.608782245801844,22.5,15.869043491197669,22.040086912072223,0.0,0.0,0.0
2022-11-01T12:30:00Z,53.51560118302055,17.531034288735224,22.49741373390987,15.76853451235541,22.019052061541327,0.0,0.0,0.0
2022-11-01T12:45:00Z,53.63141431479618,17.50182589655337,22.47339087776516,15.729913238857103,22.009304560785708,0.0,0.0,0.0
2022-11-01T13:00:00Z,53.578668776802395,17.372521491672682,22.412869478308636,15.529826081317404,21.950868988037108,0.43478260869565216,0.0,0.0
2022-11-01T13:15:00Z,53.29341329377273,17.21817408022673,22.427304591303287,15.336869612984035,21.8990430748981,0.0,0.0,0.0
2022-11-01T13:30:00Z,53.37070475039275,17.12417398535687,22.442435372394065,15.222173873237942,21.88243399910305,0.0,0.0,0.0
2022-11-01T13:45:00Z,53.335946444807384,17.005565062813137,22.411825976164444,15.03634783703348,21.84443480450174,0.0,0.0,0.0
2022-11-01T14:00:00Z,53.462219072424844,16.884561170611466,22.382631301879883,14.909298244275545,21.771754482336213,0.0,0.0,0.0
2022-11-01T14:15:00Z,53.34804966138757,16.869043283877165,22.401217037698498,14.919651935411537,21.792694722051206,0.0,0.0,0.0
2022-11-01T14:30:00Z,53.42806665171748,16.820603436437146,22.3540520996883,14.868620683406961,21.757155237526728,0.0,0.0,0.0
2022-11-01T14:45:00Z,53.59130546964448,16.74869562231976,22.30895596379819,14.76817391437033,21.704695278665294,0.0,0.0,0.0
2022-11-01T15:00:00Z,53.61140385989485,16.647930802970098,22.29155182016307,14.635689579207321,21.66336199332928,0.0,0.0,0.0
2022-11-01T15:15:00Z,52.856083508195546,16.52905140251949,22.2580174248794,14.46939651719455,21.613534187448437,0.0,0.0,0.0
2022-11-01T15:30:00Z,52.74635384000581,16.36672406361021,22.160086006953797,14.278534576810639,21.520344701306573,0.0,0.0,0.0
2022-11-01T15:45:00Z,52.919979424312196,16.181912894870923,22.085739003057064,14.050956643146018,21.404521461155102,0.0,0.0,0.0
2022-11-01T16:00:00Z,52.84439913431803,15.992105601126688,22.028596827858372,13.809649233232465,21.31166672288326,0.0,0.0,0.0
2022-11-01T16:15:00Z,52.94152312443174,15.777241295781629,21.960344380345838,13.54448283951858,21.207999984077784,0.0,0.0,0.0
