time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror
2023-05-07T12:45:00Z,99.61000061035156,100.0,50.0,50.0,437.02,7288.057314453125,22.067999649047852,58.58299987792969
2023-05-07T13:00:00Z,99.61000061035156,100.0,50.0,50.0,437.28,7290.743012695312,22.106300392150878,58.81999969482422
2023-05-07T13:15:00Z,99.61000061035156,100.0,50.0,50.0,438.36,7300.322006835938,22.159799842834474,58.69999942779541
2023-05-07T13:30:00Z,99.61000061035156,100.0,50.0,50.0,438.99,7306.2031640625,22.204199962615967,58.33900054931641
2023-05-07T13:45:00Z,99.61000061035156,100.0,50.0,50.0,437.89,7297.446513671875,22.249499988555907,58.02299976348877
2023-05-07T14:00:00Z,99.61000061035156,100.0,50.0,50.0,439.2,7308.70474609375,22.26950044631958,57.79600028991699
2023-05-07T14:15:00Z,99.50860076904297,100.0,50.0,50.0,438.1,7299.578598632813,22.277300624847413,57.79900024414062
2023-05-07T14:30:00Z,99.61000061035156,100.0,50.0,50.0,437.58,7295.060390625,22.269900455474854,58.051999206542966
2023-05-07T14:45:00Z,99.61000061035156,100.0,50.0,50.0,439.22,7308.583623046875,22.267400398254395,58.07499885559082
2023-05-07T15:00:00Z,99.58270065307617,100.0,50.0,50.0,440.57,7319.63265625,22.260600242614746,58.06499900817871
2023-05-07T15:15:00Z,99.53590072631836,100.0,50.0,50.0,436.85,7288.850776367188,22.247199935913088,58.01099983215332
2023-05-07T15:30:00Z,99.61000061035156,100.0,50.0,50.0,437.78,7296.138583984375,22.215299701690675,58.05099922180176
2023-05-07T15:45:00Z,99.61000061035156,100.0,50.0,50.0,438.47,7300.75248046875,22.178900165557863,57.996000061035154
2023-05-07T16:00:00Z,99.61000061035156,100.0,50.0,50.0,438.93,7305.987983398438,22.150699634552,58.24500003814697
2023-05-07T16:15:00Z,99.61000061035156,100.0,50.0,50.0,437.22,7291.0752783203125,22.113200302124024,58.726000022888186
2023-05-07T16:30:00Z,99.53200073242188,100.0,50.0,50.0,436.94,7287.031557617188,22.060599479675293,59.24500011444092
2023-05-07T16:45:00Z,99.58660064697266,100.0,50.0,50.0,435.0,7270.362529296875,22.0219003868103,59.6089998626709
2023-05-07T17:00:00Z,99.61000061035156,100.0,50.0,50.0,437.14,7287.668740234375,21.965899848937987,59.86500076293945
2023-05-07T17:15:00Z,99.61000061035156,100.0,50.0,50.0,438.26,7296.091196289062,21.903300209045412,60.028000297546384
2023-05-07T17:30:00Z,99.61000061035156,100.0,50.0,50.0,438.81,7299.164663085938,21.773300018310547,60.40200035095215
2023-05-07T17:45:00Z,99.61000061035156,100.0,50.0,50.0,437.7,7288.582768554687,21.674800300598143,60.62499912261963
2023-05-07T18:00:00Z,99.61000061035156,100.0,50.0,50.0,438.98,7298.301591796875,21.581299953460693,60.630000305175784
2023-05-07T18:15:00Z,99.61000061035156,100.0,50.0,50.0,437.75,7288.84810546875,21.63180009841919,60.15899974822998
2023-05-07T18:30:00Z,99.61000061035156,100.0,50.0,50.0,439.22,7301.442534179688,21.670000076293945,59.88600040435791
2023-05-07T18:45:00Z,99.61000061035156,100.0,50.0,50.0,439.52,7304.407236328125,21.70039951324463,59.65199951171875
2023-05-07T19:00:00Z,99.61000061035156,100.0,50.0,50.0,441.11,7317.598608398437,21.720299434661865,59.51999969482422
2023-05-07T19:15:00Z,99.61000061035156,100.0,50.0,50.0,441.93,7323.4159326171875,21.64309995651245,59.6529997253418
2023-05-07T19:30:00Z,99.61000061035156,100.0,50.0,50.0,441.79,7322.002778320312,21.599500007629395,59.73600021362304
2023-05-07T19:45:00Z,99.61000061035156,100.0,50.0,50.0,440.16,7310.63244140625,21.75970012664795,59.48200038909912
2023-05-07T20:00:00Z,99.61000061035156,100.0,50.0,50.0,442.64,7332.251142578125,21.87639945983887,59.57099994659424
2023-05-07T20:15:00Z,99.61000061035156,100.0,50.0,50.0,441.04,7316.96966796875,21.73179967880249,60.14499988555908
2023-05-07T20:30:00Z,99.61000061035156,100.0,50.0,50.0,441.67,7321.58830078125,21.66299991607666,60.267999725341795
2023-05-07T20:45:00Z,99.61000061035156,100.0,50.0,50.0,441.6,7321.370317382813,21.67700023651123,60.14199943542481
2023-05-07T21:00:00Z,99.61000061035156,100.0,50.0,50.0,442.72,7330.227446289063,21.659699935913086,60.09899871826172
2023-05-07T21:15:00Z,99.61000061035156,100.0,50.0,50.0,446.57,7360.528452148437,21.544100093841553,60.37700035095215
2023-05-07T21:30:00Z,99.61000061035156,100.0,50.0,50.0,444.32,7341.23400390625,21.472199363708498,60.548999252319334
2023-05-07T21:45:00Z,99.61000061035156,100.0,50.0,50.0,445.13,7349.9230859375,21.615400428771974,59.9789998626709
2023-05-07T22:00:00Z,99.61000061035156,100.0,50.0,50.0,446.03,7359.061518554688,21.769000434875487,59.403999977111816
2023-05-07T22:15:00Z,99.61000061035156,100.0,50.0,50.0,445.89,7356.208471679687,21.65200023651123,59.72000003814697
2023-05-07T22:30:00Z,99.61000061035156,100.0,50.0,50.0,444.6,7344.428076171875,21.55140012741089,59.815999870300296
2023-05-07T22:45:00Z,99.61000061035156,100.0,50.0,50.0,445.37,7350.609467773437,21.53240074157715,59.64199943542481
2023-05-07T23:00:00Z,99.61000061035156,100.0,50.0,50.0,445.67,7353.097153320313,21.494799976348876,59.54399932861328
2023-05-07T23:15:00Z,99.61000061035156,100.0,50.0,50.0,444.67,7342.565078125,21.365700283050536,59.871999969482424
