time,ADS.fAHUTempEHAADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUTempODAADSInternalValuesMirror,ADS.fAHUTempSUPADSInternalValuesMirror,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUCOValveActADSInternalValuesMirror
2022-11-09T03:30:00Z,15.481694827645512,21.656525320925955,13.364830493927002,20.834830429594394,0.0,30.864229544615135
2022-11-09T03:45:00Z,15.478559283886925,21.617373094720357,13.408050747241004,20.783135284811763,0.0,30.85850649364924
2022-11-09T04:00:00Z,15.49432202516976,21.645423339585125,13.382542351544913,20.81660978672868,0.0,30.858765149520615
2022-11-09T04:15:00Z,15.320593155036539,21.587118601394913,13.154152611554679,20.761016603243554,0.0,30.863420502614165
2022-11-09T04:30:00Z,15.286837618575136,21.578632371038452,13.133589728265745,20.70675126100198,0.0,30.853013470641567
2022-11-09T04:45:00Z,15.05398310645152,21.59228834055238,12.748050867500952,20.656016640743967,0.0,30.85410986108295
2022-11-09T05:00:00Z,14.580769172081581,21.593589847923344,12.08478632543841,20.53940164940989,0.0,30.858230346288437
2022-11-09T05:15:00Z,14.314322075601352,21.640084347482453,11.812796802844032,20.461016073065288,0.0,30.847494157422492
2022-11-09T05:30:00Z,14.264873889314027,21.624874195130932,11.794874087101272,20.421176573809454,0.0,30.850058739926634
2022-11-09T05:45:00Z,14.381355891793461,21.64483015416032,11.958898204868122,20.453558873322052,0.0,30.864420257696583
2022-11-09T06:00:00Z,14.423474530042228,21.658135397959565,12.007711927769547,20.495932110285356,0.0,30.864490297105576
2022-11-09T06:15:00Z,14.455689479564798,21.64646528507101,12.050689582167001,20.48862042920343,0.0,30.857989198070463
2022-11-09T06:30:00Z,14.491017042580298,21.6191529742742,12.124406717591366,20.47449094158108,0.0,30.857989359710174
2022-11-09T06:45:00Z,14.524705902868961,21.655209917982084,12.12848741066556,20.50428581237793,0.0,30.863137990486724
2022-11-09T07:00:00Z,14.453220335103698,21.607711953631902,12.035084902229956,20.482711468712758,0.0,30.851782119880287
2022-11-09T07:15:00Z,14.436949059114617,21.614322549205717,12.066017005403163,20.45110076968953,0.0,30.854368500790354
2022-11-09T07:30:00Z,14.824700860895662,21.632734999697433,12.688888843242939,20.539743325649162,0.0,30.848419981487726
2022-11-09T07:45:00Z,15.172478651389097,21.627094089475452,13.113589816623264,20.67547015654735,0.0,30.852950523639546
2022-11-09T08:00:00Z,15.720677998106359,21.52584748348947,13.949661036669198,20.763050257149388,0.0,30.85178213604426
2022-11-09T08:15:00Z,15.933813547683975,21.408050779568946,14.166694859326896,20.772627474897998,0.0,30.84945452415337
2022-11-09T08:30:00Z,16.062542236457436,21.386779203253276,14.298644073938918,20.782965789406987,0.0,30.853592613996085
2022-11-09T08:45:00Z,16.046581447633923,21.28256430992713,14.267948631547455,20.747435936560997,0.0,30.853851189047603
2022-11-09T09:00:00Z,16.169576370109947,20.90872874502408,14.529915324712205,20.55838964753232,0.0,30.85327425573626
2022-11-09T09:15:00Z,15.82220341795582,20.756355738235733,13.980508642681574,20.356186252529337,0.0,30.85876519801253
2022-11-09T09:30:00Z,15.426186464600644,20.554067918809793,13.540084790375273,20.096610085438872,0.0,30.85410976409912
2022-11-09T09:45:00Z,15.097179575863047,20.406068166097004,13.138034315190763,19.868802910177116,0.0,30.86497235702256
2022-11-09T10:00:00Z,15.147203461598542,20.30593238442631,13.363898301528671,19.77593219886392,0.0,30.871179354392876
2022-11-09T10:15:00Z,15.528319422938242,20.221007932134036,14.018403325762067,19.78495759723567,0.0,30.87057519159397
2022-11-09T10:30:00Z,16.008487573190898,20.259916081148035,14.609495772033178,19.904621797449447,0.0,30.851340959052077
2022-11-09T10:45:00Z,15.964745610447252,20.327457670438086,14.449067697686663,19.972965531430003,0.0,30.862903304019216
2022-11-09T11:00:00Z,15.997264919117985,20.30846119742108,14.506324784368532,19.98504239269811,0.42735042735042733,30.864972389350502
2022-11-09T11:15:00Z,16.168983039209397,20.28347518080372,14.754576384010962,20.000932224726274,0.0,30.87127238868648
2022-11-09T11:30:00Z,16.189999935990674,20.305847200296693,14.71169486288297,20.03610169685493,0.0,30.873507208743337
2022-11-09T11:45:00Z,16.041949320647674,20.267542774394407,14.519406884403551,19.99127098665399,0.0,30.84790270207292
2022-11-09T12:00:00Z,15.957288265228271,20.219321751998642,14.362118624024472,19.94101643966416,0.0,30.855920225886976
2022-11-09T12:15:00Z,15.431864358611026,20.15330495672711,13.617372884588727,19.7771182464341,0.0,30.881007420814644
2022-11-09T12:30:00Z,15.365982919676691,20.36162381294446,13.669658074012169,19.76632441007174,0.0,30.87480035878844
2022-11-09T12:45:00Z,15.591101678751283,20.614322209762314,13.870084665589413,20.00194893853139,0.0,30.871955370498917
2022-11-09T13:00:00Z,15.441440622685318,20.79347437519138,13.562542349605238,20.116101588233043,0.0,30.86214284000234
2022-11-09T13:15:00Z,15.355508400222002,20.9492371607635,13.419576176142288,20.214067345958647,0.0,30.849454491825426
2022-11-09T13:30:00Z,15.343220516786737,20.990338761927717,13.390932139703782,20.25872901334601,0.0,30.866782754154528
2022-11-09T13:45:00Z,15.398974198561449,21.092991413214268,13.453760636158478,20.331965405716854,0.0,30.864972276202703
2022-11-09T14:00:00Z,15.349915205422095,21.19872869071314,13.314576245970645,20.42533911688853,0.0,30.8585066876169
2022-11-09T14:15:00Z,15.094188029949482,21.221709438878246,12.937521380237024,20.38470072624011,0.0,30.858506445157325
2022-11-09T14:30:00Z,14.9123728881448,21.326779834294722,12.709745576826192,20.37110147637836,0.0,30.84231893425314
2022-11-09T14:45:00Z,14.923389879323668,21.438559160394185,12.722288131713867,20.450338654598948,0.0,30.851264872793426
2022-11-09T15:00:00Z,14.889406753798662,21.507034059298242,12.644322072045277,20.50711880700063,0.0,30.855957175503256
2022-11-09T15:15:00Z,14.804166642824809,21.535916980107626,12.508333444595337,20.510833581288654,0.0,30.859034642451952
2022-11-09T15:30:00Z,14.690254203343796,21.614491834478862,12.324152437307067,20.53169489715059,0.0,30.84903285884056
2022-11-09T15:45:00Z,14.582542379023666,21.63338953761731,12.204915329561395,20.533304941856255,0.0,30.87309819408971
2022-11-09T16:00:00Z,14.497203487460895,21.61211914127156,12.082542395187637,20.490508257332493,0.0,30.853333893468825
2022-11-09T16:15:00Z,14.507627252805031,21.59330531298104,12.126694986375712,20.472456996723757,0.0,30.866524195266983
2022-11-09T16:30:00Z,14.537863380888588,21.638290340064938,12.168974305829432,20.507948899880432,0.0,30.855144403748593
2022-11-09T16:45:00Z,14.475000001616397,21.60898331464347,12.051864446219751,20.498135550547456,0.0,30.865748340800657
2022-11-09T17:00:00Z,14.316495830177242,21.533077142177483,11.884187983651447,20.400426880926148,0.0,30.857471918655655
2022-11-09T17:15:00Z,14.30703386209779,21.538474745669607,11.872881258948375,20.389745146541273,0.0,30.842471413693186
2022-11-09T17:30:00Z,14.166440591973773,21.456186310719634,11.676440626887953,20.32542358010502,0.0,30.857730736166744
2022-11-09T17:45:00Z,14.037692428654076,21.40264925182375,11.542758793666446,20.224827010056067,0.0,30.860056004972538
2022-11-09T18:00:00Z,13.957948660239195,21.407777574327255,11.417179450010641,20.211623346703686,0.0,30.855882726163944
2022-11-09T18:15:00Z,13.784188001583784,21.364359244322166,11.194871861710508,20.14649560716417,0.0,30.851187616331963
2022-11-09T18:30:00Z,13.631694955340887,21.339491698701504,11.026694903939458,20.065338797488455,0.0,30.84479917105982
2022-11-09T18:45:00Z,13.496355929617154,21.2570340269703,10.874999991918015,19.97983014381538,0.0,30.85695467156879
2022-11-09T19:00:00Z,13.487094015137762,21.244529919746594,10.904016910455166,19.937948601877586,0.0,30.83788467472435
2022-11-09T19:15:00Z,13.486440755553165,21.287542747238934,10.897965899968552,19.967287386878063,0.0,30.864196502556236
2022-11-09T19:30:00Z,13.447118532859673,21.26745802669202,10.83957620394432,19.945253824783585,0.0,30.86445515842761
2022-11-09T19:45:00Z,13.414871672279814,21.25,10.805384578867855,19.91572647420769,0.0,30.858247967089635
2022-11-09T20:00:00Z,13.438319166167444,21.260252335492304,10.84109247832739,19.929580127491672,0.0,30.856954833208505
2022-11-09T20:15:00Z,13.388739401552858,21.2283192001471,10.801092476404014,19.902100506950827,0.0,30.8721140372653
2022-11-09T20:30:00Z,13.469999810569307,21.16700855483357,10.962649581778763,19.87333274906517,0.0,30.856954849372475
2022-11-09T20:45:00Z,13.530508461645095,21.13567764476194,11.028474662263514,19.870677269111244,0.0,30.860575643636412
2022-11-09T21:00:00Z,13.520085628216084,21.123931672837998,10.967093989380405,19.86452971564399,0.0,30.85040501651601
2022-11-09T21:15:00Z,13.409321970858816,21.122796511245987,10.833813683461335,19.828813455872616,0.0,30.866728389964383
2022-11-09T21:30:00Z,13.339999885882362,21.036440687664484,10.785847550731594,19.757796433012363,0.0,30.855920112739174
2022-11-09T21:45:00Z,13.349491539648024,21.037711854708398,10.794745881678695,19.733389450331867,0.0,30.85514427443682
