time,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.bAHUPHPumpOperatingADSInternalValuesMirror,ADS.fAHUPHPumpPowerADSInternalValuesMirror,ADS.fAHUPHPumpPressureADSInternalValuesMirror,ADS.bAHUPHPumpSetOnADSInternalValuesMirror,ADS.fAHUPHPumpSetpointADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUPHTempSupADSInternalValuesMirror,ADS.fAHUPHTempRetADSInternalValuesMirror
2023-03-27T06:30:00Z,34.818138160705566,34.82273822784424,6.0,0.0,1.0,27.58,0.2939999997615814,1.0,50.0,2306.99,1.5600000143051147,77.26200035095215,58.768999824523924,27.225000019073487,19.722999935150145
2023-03-27T06:45:00Z,31.126214320116706,31.122565335566456,6.0,0.0,1.0,27.702970297029704,0.2939999997615814,1.0,50.0,2306.90099009901,1.5534653592817853,78.90099040116414,60.5950496409199,26.438613986024762,19.521782053579198
2023-03-27T07:00:00Z,30.584995574951172,30.59124366760254,6.0,0.0,1.0,27.71,0.29360000014305115,1.0,50.0,2306.71,1.5890000212192534,82.08299911499023,63.60200046539307,25.05000005722046,18.666000080108642
2023-03-27T07:15:00Z,30.439525604248047,30.442575964597193,6.0,0.0,1.0,27.77227722772277,0.2939999997615814,1.0,50.0,2306.4752475247524,1.5772277411848012,82.77524808373782,64.21386065341459,25.075247528529403,18.6475246920444
2023-03-27T07:30:00Z,30.958054237365722,30.956784572601318,6.0,0.0,1.0,27.78,0.29379999995231626,1.0,50.0,2306.4,1.5720000171661377,82.8569995880127,64.50100090026855,25.021000080108642,18.726999893188477
2023-03-27T07:45:00Z,31.873600194949915,31.863423130299786,6.0,0.0,1.0,27.871287128712872,0.29360396053531385,1.0,50.0,2306.6039603960394,1.587128733644391,82.41683189467628,64.30594159116839,25.141584396362305,18.9673267779964
2023-03-27T08:00:00Z,29.729887027740478,29.727860527038573,6.0,0.0,1.0,27.89,0.2939999997615814,1.0,50.0,2306.33,1.5870000207424164,82.70699935913086,64.78200088500977,25.096999988555908,19.085999965667725
2023-03-27T08:15:00Z,28.268633556365966,28.26790710449219,6.0,0.0,1.0,27.861386138613863,0.29360396053531385,1.0,50.0,2306.5544554455446,1.594059428366104,81.59405857501643,63.78415823454904,24.99009897213171,18.91089074918539
2023-03-27T08:30:00Z,30.73635949238692,30.73994570439405,6.0,0.0,1.0,27.73,0.29389999985694887,1.0,50.0,2306.41,1.581000019311905,79.31399955749512,61.8070000076294,24.94099983215332,18.922000160217284
2023-03-27T08:45:00Z,32.348564052581786,32.349846324920655,6.0,0.0,1.0,27.97,0.2939999997615814,1.0,50.0,2306.74,1.5900000214576722,79.13600051879882,61.74199989318848,24.889999752044677,19.138000144958497
