time,ADS.fAHUFlapETAActADSInternalValuesMirror,ADS.fAHUFlapETASetADSInternalValuesMirror,ADS.fAHUFanETASpeedActADSInternalValuesMirror,ADS.fAHUFanETASpeedSetADSInternalValuesMirror,ADS.fAHUFanETAVdpActADSInternalValuesMirror,ADS.fAHUFanETAVolFlowActADSInternalValuesMirror,ADS.fAHUTempETAADSInternalValuesMirror,ADS.fAHUHumETAADSInternalValuesMirror,ADS.fAHUFanSUPVdpActADSInternalValuesMirror,ADS.fAHUFanSUPVolFlowActADSInternalValuesMirror
2022-12-31T10:15:00Z,99.61000061035156,100.0,53.667657917943494,53.70586092718716,456.2758620689655,7422.187735721983,20.121379720753637,56.01034466973667,700.3793103448276,7433.34814453125
2022-12-31T10:30:00Z,99.61000061035156,100.0,53.6125813188224,53.63465605110958,454.8965517241379,7410.943494073276,20.135861561216156,55.92413908859779,700.8620689655172,7432.6017477101295
2022-12-31T10:45:00Z,99.61000061035156,100.0,53.67859386575633,53.72127940736968,454.51724137931035,7408.919231546336,20.13142810549055,55.867857933044434,698.3448275862069,7422.1672952586205
2022-12-31T11:00:00Z,99.59607206072126,100.0,53.016500745500835,53.01580728803362,458.35714285714283,7438.818899972098,20.128275904162177,55.737930692475416,701.0357142857143,7435.56853376116
2022-12-31T11:15:00Z,99.58310410072063,100.0,52.6055425446609,52.575144406022694,459.62068965517244,7450.005994073276,20.173793200788825,55.43793079770845,697.448275862069,7417.617911503233
2022-12-31T11:30:00Z,99.58310410072063,100.0,52.66366853385136,52.67421169938712,455.62068965517244,7418.118921740302,20.217930760876886,55.06896525415881,697.5172413793103,7418.788944639009
2022-12-31T11:45:00Z,99.5965523555361,100.0,52.69731639993602,52.6774541920629,456.82758620689657,7428.016483701509,20.233103061544483,54.82068989194673,702.1034482758621,7442.9873046875
2022-12-31T12:00:00Z,99.58310410072063,100.0,52.62008495988517,52.63568233621532,459.44827586206895,7451.394329202586,20.223447668141333,54.63448241661335,698.6896551724138,7424.4153421336205
2022-12-31T12:15:00Z,99.61000061035156,100.0,52.66645326285526,52.72558462208715,455.9310344827586,7420.446608970905,20.20413799943595,54.379310607910156,698.8275862068965,7429.942466998922
2022-12-31T12:30:00Z,99.58310410072063,100.0,52.71417907188679,52.72469566608297,456.0689655172414,7421.3831997575435,20.20655191355738,54.12068860284214,701.2758620689655,7438.497844827586
2022-12-31T12:45:00Z,99.61000061035156,100.0,52.569876966805296,52.61715566700902,455.55172413793105,7417.896450700431,20.25857162475586,54.182757936674975,701.1724137931035,7435.258637526939
2022-12-31T13:00:00Z,99.58214351109096,100.0,52.64220270617255,52.63713889286436,458.0,7437.830684267241,20.24482746781974,54.653571537562776,700.8571428571429,7436.448277064732
2022-12-31T13:15:00Z,99.58310410072063,100.0,52.715165683201384,52.692601340157644,458.92857142857144,7445.110334123884,20.22448263497188,55.189654909331225,700.7931034482758,7432.572433997845
2022-12-31T13:30:00Z,99.61000061035156,100.0,52.645619096427126,52.688684397730334,456.58620689655174,7425.177986934267,20.167586227943158,55.817241142536034,700.5172413793103,7429.464136584052
2022-12-31T13:45:00Z,99.5562075910897,100.0,52.638796181514344,52.686734692803746,455.6551724137931,7416.8796976023705,20.109655380249023,56.38275883115571,701.8275862068965,7435.384731950431
2022-12-31T14:00:00Z,99.61000061035156,100.0,53.21748404667295,53.27654766214305,456.1034482758621,7420.368719692888,20.09344850737473,56.50689644649111,698.9310344827586,7419.940513873922
2022-12-31T14:15:00Z,99.61000061035156,100.0,53.491567545923694,53.42524706084153,458.7241379310345,7435.250572467672,20.118621036924164,56.306896998964504,699.1379310344828,7422.8849508351295
2022-12-31T14:30:00Z,99.5965523555361,100.0,53.49990910497205,53.48912508734341,457.1034482758621,7428.919888200431,20.126206957060717,55.96206914967504,701.2413793103449,7434.477219154095
2022-12-31T14:45:00Z,99.61000061035156,100.0,53.498799817315465,53.49174078579607,456.7931034482759,7426.404700969828,20.11000054458092,55.61034485389446,700.2758620689655,7429.601596174569
2022-12-31T15:00:00Z,99.61000061035156,100.0,53.48024157820077,53.49946673163052,457.2413793103448,7429.549888873922,20.081785678863525,55.11071423121861,701.9655172413793,7438.3036099137935
2022-12-31T15:15:00Z,99.61000061035156,100.0,53.453730719430105,53.40789277212961,457.7857142857143,7433.889020647322,20.072068707696324,54.499999868458715,700.8571428571429,7428.090488978794
2022-12-31T15:30:00Z,99.61000061035156,100.0,53.52380528943292,53.524591248610925,456.1034482758621,7423.1065463362065,20.10137972338446,53.87586185849946,701.6551724137931,7436.876111260776
2022-12-31T15:45:00Z,99.58310410072063,100.0,53.61954695602943,53.61522503556876,455.6896551724138,7417.221629175647,20.110345445830248,53.337931402798354,701.0689655172414,7433.782394935345
2022-12-31T16:00:00Z,99.56965584590517,100.0,53.68424316932415,53.66426901981748,458.13793103448273,7436.788809940733,20.079999923706055,52.98275862068966,700.7931034482758,7431.792244746767
2022-12-31T16:15:00Z,99.61000061035156,100.0,53.63778028817013,53.615098229770005,457.86206896551727,7434.033826104526,20.032413811519227,52.668965175234035,699.448275862069,7423.688358701509
2022-12-31T16:30:00Z,99.5562075910897,100.0,53.18502031523606,53.15946578979492,458.2413793103448,7436.459843076509,19.98724108728869,52.289655093489024,701.9655172413793,7436.366833917026
2022-12-31T16:45:00Z,99.58310410072063,100.0,52.8552035627694,52.87666952198949,458.51724137931035,7438.492170662716,19.983103127315125,51.72413819411705,701.3448275862069,7432.904263200431
2022-12-31T17:00:00Z,99.58310410072063,100.0,53.06522132610453,53.05085899089945,457.7241379310345,7433.395070043103,20.015714645385742,50.94482763882341,701.3793103448276,7433.774212015086
2022-12-31T17:15:00Z,99.59607206072126,100.0,53.067479232261924,53.0306097885658,456.41379310344826,7421.706189385776,20.002758683829473,50.14642865317209,700.1785714285714,7426.396048409598
2022-12-31T17:30:00Z,99.5965523555361,100.0,53.05865928104946,53.083781242370605,458.42857142857144,7437.88103376116,19.97482707582671,49.224137931034484,700.8275862068965,7430.5835971174565
2022-12-31T17:45:00Z,99.5965523555361,100.0,53.04614586665713,53.05206180440968,457.0344827586207,7435.073107489224,19.943793263928644,48.300000026308254,703.7241379310345,7445.686304552802
2022-12-31T18:00:00Z,99.56965584590517,100.0,53.61067028703361,53.65308774750808,456.0344827586207,7417.469894935345,19.90241346688106,47.17931023959456,698.4827586206897,7421.393150592672
2022-12-31T18:15:00Z,99.58310410072063,100.0,53.784637451171875,53.75556143398943,458.3103448275862,7435.947955953664,19.925172542703564,45.83103469322468,700.2068965517242,7428.030778556034
2022-12-31T18:30:00Z,99.5965523555361,100.0,53.65636575633082,53.68797275937837,457.7586206896552,7429.1832906788795,19.96448220877812,44.775862068965516,701.4137931034483,7435.169888200431
2022-12-31T18:45:00Z,99.5965523555361,100.0,53.70995883283944,53.69110712511786,458.0689655172414,7434.905020878233,19.97586151649212,44.172413530020876,702.0344827586207,7435.209186422414
2022-12-31T19:00:00Z,99.61000061035156,100.0,53.59781502033102,53.63334247983735,455.2068965517241,7411.162766029095,19.94689652015423,43.72413806257577,701.2413793103449,7433.198528421336
2022-12-31T19:15:00Z,99.61000061035156,100.0,53.52668262350148,53.53792861412312,457.2758620689655,7427.454522494612,19.90999984741211,43.360714367457796,703.1034482758621,7442.625606142241
2022-12-31T19:30:00Z,99.61000061035156,100.0,53.565603256225586,53.56195395333426,456.42857142857144,7420.635934012277,19.90068928948764,42.99310329042632,701.0714285714286,7429.267979213169
